VentaID,Fecha,ProductoKey,ClienteKey,VendedorKey,Cantidad,Importe
185,2024-02-03,20,1,1,9,32667.93
186,2024-02-03,21,23,2,20,106029.8
187,2024-02-04,2,3,5,7,22186.01
188,2024-02-04,24,21,4,7,38923.64
189,2024-02-04,22,20,1,12,42424.68
190,2024-02-04,7,36,4,2,6309.72
191,2024-02-04,3,26,6,14,11098.22
192,2024-02-04,18,6,6,5,13738.65
193,2024-02-04,6,27,3,13,9484.54
194,2024-02-05,22,4,3,10,37936.8
195,2024-02-05,24,27,4,19,107559.57
196,2024-02-05,1,26,6,12,29484.48
197,2024-02-05,13,28,2,7,5865.44
198,2024-02-05,14,26,5,4,9431.68
199,2024-02-05,12,9,1,15,12313.35
200,2024-02-06,13,24,6,3,2278.38
201,2024-02-06,17,19,2,6,5787.0
202,2024-02-06,17,7,4,6,7221.12
203,2024-02-06,16,3,4,7,24678.92
204,2024-02-06,11,25,1,2,7907.06
205,2024-02-06,23,11,6,20,54366.8
206,2024-02-06,8,13,4,20,19476.2
207,2024-02-07,6,26,5,19,12071.65
208,2024-02-07,6,10,2,13,8621.6
209,2024-02-07,24,36,6,7,31029.81
210,2024-02-07,2,39,4,11,27174.84
211,2024-02-07,18,20,5,10,27551.7
212,2024-02-07,8,24,4,14,13572.16
213,2024-02-08,1,30,2,20,53747.6
214,2024-02-08,15,30,2,20,78263.8
215,2024-02-08,16,9,3,13,43131.66
216,2024-02-08,14,29,5,12,22898.4
217,2024-02-09,17,9,1,2,1864.46
218,2024-02-09,24,33,1,11,60570.73
219,2024-02-09,2,9,1,17,52465.74
220,2024-02-09,3,8,2,20,19078.8
221,2024-02-09,5,11,6,16,86782.24
222,2024-02-10,3,17,2,12,11074.2
223,2024-02-10,11,30,2,20,71779.8
224,2024-02-10,9,31,2,17,15730.95
225,2024-02-10,19,16,3,9,34972.83
226,2024-02-10,12,26,2,2,1391.96
227,2024-02-10,21,25,2,9,47327.22
228,2024-02-10,9,4,6,4,3518.36
229,2024-02-11,12,38,6,15,11602.35
230,2024-02-12,18,24,3,13,36689.77
231,2024-02-12,13,24,3,12,9124.92
232,2024-02-12,25,12,5,3,2801.55
233,2024-02-12,24,34,3,2,9609.88
234,2024-02-12,10,21,6,19,127822.31
235,2024-02-12,1,19,5,2,4343.94
236,2024-02-13,21,24,1,14,68378.38
237,2024-02-13,5,3,1,16,85182.08
238,2024-02-13,2,20,1,1,2826.52
239,2024-02-13,17,27,5,12,13002.24
240,2024-02-13,10,24,5,19,101963.69
241,2024-02-14,1,29,1,8,19996.08
242,2024-02-14,3,18,4,5,4947.6
243,2024-02-14,9,36,3,1,713.36
244,2024-02-14,20,34,6,19,62914.13
245,2024-02-14,16,1,1,8,27038.24
246,2024-02-14,2,12,2,18,43148.52
247,2024-02-15,6,7,1,2,1544.58
248,2024-02-15,20,13,2,18,63290.16
249,2024-02-15,14,33,6,7,15200.22
250,2024-02-15,21,12,5,14,76295.1
251,2024-02-16,2,1,4,16,47104.32
252,2024-02-16,14,29,2,15,28518.9
253,2024-02-16,8,3,1,4,3731.56
254,2024-02-16,11,18,6,9,36607.95
255,2024-02-16,18,34,3,14,38960.32
256,2024-02-17,10,33,1,7,36986.53
257,2024-02-17,6,13,2,9,6938.1
258,2024-02-17,24,25,3,11,51179.7
259,2024-02-17,20,35,4,8,25995.52
260,2024-02-17,16,2,4,17,67123.14
261,2024-02-17,24,20,2,8,41634.16
262,2024-02-17,13,37,2,20,15242.2
263,2024-02-18,4,23,2,20,58452.8
264,2024-02-18,23,9,6,1,2233.85
265,2024-02-18,21,3,1,2,10566.7
266,2024-02-18,19,35,6,12,41258.52
267,2024-02-18,3,14,2,13,10324.47
268,2024-02-18,4,6,6,2,4514.46
269,2024-02-19,21,9,1,10,49691.0
270,2024-02-19,25,22,4,7,6256.18
271,2024-02-19,9,19,1,1,782.17
272,2024-02-19,23,39,5,12,34584.48
273,2024-02-19,16,2,4,10,38636.9
274,2024-02-19,1,7,3,14,33210.66
275,2024-02-20,19,6,5,7,27942.25
276,2024-02-20,10,34,2,6,35305.56
277,2024-02-20,10,32,1,2,10289.96
278,2024-02-20,16,38,3,6,25417.44
279,2024-02-20,17,11,3,9,9872.82
280,2024-02-21,7,8,6,8,23264.0
281,2024-02-21,25,36,1,3,2840.61
282,2024-02-21,21,26,4,11,52750.17
283,2024-02-21,24,2,3,3,14964.69
284,2024-02-21,7,35,5,10,27125.6
285,2024-02-21,6,15,4,13,10221.12
286,2024-02-22,23,23,5,20,53748.8
287,2024-02-22,11,29,6,17,58783.45
288,2024-02-22,18,29,6,11,26324.54
289,2024-02-22,25,9,3,9,8738.82
290,2024-02-22,15,18,3,8,29050.64
291,2024-02-22,25,10,2,20,17116.0
292,2024-02-22,24,23,2,11,57768.92
293,2024-02-23,8,17,6,11,12446.61
294,2024-02-23,4,7,2,6,17685.06
295,2024-02-23,13,20,6,5,4234.05
296,2024-02-23,10,7,6,14,78489.88
297,2024-02-23,4,25,4,9,21466.71
298,2024-02-23,2,28,6,1,2693.32
299,2024-02-23,8,19,4,17,19357.56
300,2024-02-24,24,16,4,13,56952.48
301,2024-02-24,23,27,2,19,50236.95
302,2024-02-24,22,12,6,19,81245.14
303,2024-02-24,4,17,6,15,38300.4
304,2024-02-24,23,16,4,4,11482.2
305,2024-02-24,23,28,4,6,14372.4
306,2024-02-24,15,27,5,1,3749.2
307,2024-02-25,22,21,1,6,25936.44
308,2024-02-25,13,7,1,16,13291.68
309,2024-02-25,9,13,5,18,13520.16
310,2024-02-25,12,30,5,4,3348.04
311,2024-02-25,7,24,5,16,46712.64
312,2024-02-25,11,30,2,14,57412.46
313,2024-02-26,17,40,3,4,4573.2
314,2024-02-26,21,25,4,2,9296.1
315,2024-02-26,2,27,6,1,2436.72
316,2024-02-26,23,7,2,12,31664.52
317,2024-02-26,10,34,2,13,87712.82
318,2024-02-26,13,9,1,15,10241.25
319,2024-02-26,21,36,6,7,34704.11
320,2024-02-27,8,27,4,5,4795.6
321,2024-02-27,10,31,3,18,112499.28
322,2024-02-27,8,17,4,9,9535.86
323,2024-02-27,22,18,3,6,23186.46
324,2024-02-27,8,32,4,10,9497.4
325,2024-02-28,12,25,1,5,4273.8
326,2024-02-28,3,9,5,19,18968.46
327,2024-02-28,12,1,2,19,12463.24
328,2024-02-28,3,7,5,10,8307.2
329,2024-02-28,5,29,3,8,42042.08
330,2024-02-29,5,35,2,7,45082.87
331,2024-02-29,20,6,6,20,76483.4
332,2024-02-29,18,14,5,10,24141.5
333,2024-02-29,3,8,5,15,14075.7
334,2024-02-29,4,9,4,9,22889.97
335,2024-03-01,15,16,4,5,19154.2
336,2024-03-01,6,1,2,18,12791.88
337,2024-03-01,11,32,6,15,60753.45
338,2024-03-01,10,27,6,15,86694.3
339,2024-03-01,3,2,1,6,5577.84
340,2024-03-02,20,22,1,2,7081.82
341,2024-03-02,17,10,1,16,17093.76
342,2024-03-02,7,22,1,14,42189.56
343,2024-03-02,22,34,5,12,44504.76
344,2024-03-02,25,22,4,7,6236.65
345,2024-03-02,9,19,3,18,12826.08
346,2024-03-03,11,33,3,17,74226.76
347,2024-03-03,7,22,2,16,50433.44
348,2024-03-03,11,6,1,10,34274.3
349,2024-03-03,13,35,5,18,14866.74
350,2024-03-04,2,1,1,13,33997.34
351,2024-03-04,7,4,5,16,47996.0
352,2024-03-04,18,10,6,20,50981.0
353,2024-03-04,22,6,2,20,86051.4
354,2024-03-04,2,12,1,15,43089.15
355,2024-03-04,22,27,1,6,25768.02
356,2024-03-04,21,9,3,1,4814.41
357,2024-03-05,10,21,1,6,35158.86
358,2024-03-05,14,4,4,19,42706.11
359,2024-03-05,19,8,4,17,55527.78
360,2024-03-05,19,1,6,13,48149.79
361,2024-03-06,13,10,4,20,15270.4
362,2024-03-06,25,6,6,14,13478.36
363,2024-03-06,16,1,4,7,29120.07
364,2024-03-06,1,8,1,1,2483.52
365,2024-03-06,7,2,3,4,10403.92
366,2024-03-07,24,24,6,6,34308.18
367,2024-03-07,23,6,3,5,13744.65
368,2024-03-07,21,30,6,18,95414.76
369,2024-03-07,9,1,1,2,1735.34
370,2024-03-07,1,20,3,20,41525.2
371,2024-03-08,24,32,5,20,92297.6
372,2024-03-08,2,37,6,11,29352.4
373,2024-03-08,15,10,1,16,60903.36
374,2024-03-08,12,27,4,6,4738.2
375,2024-03-09,9,18,1,19,14785.61
376,2024-03-09,20,39,6,20,64077.0
377,2024-03-09,1,20,5,5,12139.1
378,2024-03-10,14,25,5,8,16672.64
379,2024-03-10,25,19,6,8,8263.36
380,2024-03-10,1,28,2,11,24198.68
381,2024-03-10,19,10,5,2,7068.16
382,2024-03-10,5,36,6,9,59022.09
383,2024-03-10,25,6,5,16,14527.36
384,2024-03-10,18,13,6,16,45875.04
385,2024-03-10,8,26,4,10,10317.1
386,2024-03-11,19,30,5,1,4074.8
387,2024-03-11,3,5,2,18,17513.64
388,2024-03-11,13,17,5,19,14220.36
389,2024-03-11,11,13,2,16,61477.28
390,2024-03-12,7,19,3,7,17992.87
391,2024-03-13,25,16,1,17,17787.78
392,2024-03-13,16,24,6,12,49543.44
393,2024-03-13,15,39,1,3,9802.17
394,2024-03-13,12,2,1,9,6891.39
395,2024-03-14,2,37,4,7,22133.51
396,2024-03-14,19,18,4,19,65617.45
397,2024-03-14,4,39,2,15,42035.25
398,2024-03-14,9,12,4,2,1558.7
399,2024-03-14,3,36,3,1,779.85
400,2024-03-15,3,8,6,20,18607.2
401,2024-03-15,3,15,6,9,7634.52
402,2024-03-15,3,29,2,17,14744.1
403,2024-03-15,12,15,2,8,6947.68
404,2024-03-15,2,4,5,9,28106.19
405,2024-03-15,1,33,6,2,4392.84
406,2024-03-15,24,10,3,16,71267.36
407,2024-03-16,25,20,5,1,1068.7
408,2024-03-16,19,7,4,15,60577.65
409,2024-03-16,11,8,3,12,42831.36
410,2024-03-16,16,16,2,13,43985.37
411,2024-03-17,15,11,2,7,27529.11
412,2024-03-17,3,9,4,20,19767.2
413,2024-03-17,4,5,4,13,37155.82
414,2024-03-17,11,31,1,11,46085.6
415,2024-03-17,21,15,6,12,53895.48
416,2024-03-17,2,36,2,6,17656.14
417,2024-03-17,15,27,2,5,16907.55
418,2024-03-17,5,19,3,1,5396.21
419,2024-03-17,6,21,4,9,6202.98
420,2024-03-18,16,33,1,4,13469.0
421,2024-03-18,21,19,1,7,35612.29
422,2024-03-18,9,28,3,7,6487.88
423,2024-03-19,4,11,1,13,31809.96
424,2024-03-19,24,2,4,10,45833.3
425,2024-03-19,17,29,1,11,11840.07
426,2024-03-19,17,28,1,10,9767.4
427,2024-03-19,14,12,2,7,14157.22
428,2024-03-19,6,12,2,17,12654.63
429,2024-03-19,20,39,6,3,11044.98
430,2024-03-19,16,9,5,9,30516.21
431,2024-03-19,22,13,1,7,27838.44
432,2024-03-19,3,4,5,17,14809.21
433,2024-03-20,12,32,1,11,7854.0
434,2024-03-20,1,31,2,14,36906.66
435,2024-03-20,22,37,3,9,32449.77
436,2024-03-20,2,37,5,6,17601.6
437,2024-03-20,1,29,5,12,28476.0
438,2024-03-21,8,25,5,11,11890.67
439,2024-03-21,25,7,6,2,1785.9
440,2024-03-21,16,34,5,15,56274.15
441,2024-03-21,5,6,2,1,5350.73
442,2024-03-21,20,20,3,6,18276.06
443,2024-03-21,18,13,3,1,2279.81
444,2024-03-21,1,30,5,20,49037.8
445,2024-03-22,8,7,6,15,13313.1
446,2024-03-22,6,30,4,2,1292.38
447,2024-03-22,19,8,1,17,68720.63
448,2024-03-22,4,35,5,13,37563.89
449,2024-03-22,8,37,4,8,7201.76
450,2024-03-22,24,2,6,13,59961.72
451,2024-03-23,20,4,3,17,49629.8
452,2024-03-23,11,22,6,13,46163.65
453,2024-03-23,14,21,4,19,44612.95
454,2024-03-23,18,10,6,2,5020.84
455,2024-03-24,12,1,3,8,6736.72
456,2024-03-24,4,21,4,17,40308.53
457,2024-03-24,7,15,2,17,51850.0
458,2024-03-24,14,30,6,13,30301.7
459,2024-03-24,2,40,3,2,4808.76
460,2024-03-24,22,35,1,20,72667.6
461,2024-03-24,20,34,1,4,12502.12
462,2024-03-25,10,11,1,4,22642.08
463,2024-03-26,2,33,3,20,62742.2
464,2024-03-26,3,10,4,15,13765.2
465,2024-03-26,4,19,4,17,39598.78
466,2024-03-26,19,6,6,10,35186.0
467,2024-03-26,18,40,6,10,28991.7
468,2024-03-26,19,13,5,8,31383.52
469,2024-03-26,23,36,3,12,30609.36
470,2024-03-27,10,15,2,1,5552.37
471,2024-03-27,17,38,4,18,18670.32
472,2024-03-27,1,16,3,12,25583.52
473,2024-03-27,18,19,2,11,28997.76
474,2024-03-28,10,11,5,2,12919.56
475,2024-03-28,3,29,6,20,19790.2
476,2024-03-28,2,29,3,17,45636.5
477,2024-03-28,24,10,4,4,20529.0
478,2024-03-29,22,18,5,7,28097.65
479,2024-03-29,4,9,4,16,38903.68
480,2024-03-29,4,36,5,1,2536.92
481,2024-03-29,4,37,2,16,40436.8
482,2024-03-29,14,39,1,9,21512.34
483,2024-03-30,13,19,6,15,11773.8
484,2024-03-30,12,34,5,10,7294.9
485,2024-03-30,20,1,6,13,45602.05
486,2024-03-30,16,12,5,13,47809.19
487,2024-03-30,10,25,5,5,29417.75
488,2024-03-30,8,22,3,3,3279.39
489,2024-03-30,20,14,4,8,30451.68
490,2024-03-31,1,32,3,2,4391.0
491,2024-03-31,18,28,5,10,26717.1
492,2024-03-31,17,23,1,14,14548.66
493,2024-03-31,20,1,6,12,39842.64
494,2024-03-31,3,27,3,17,14032.14
495,2024-03-31,17,37,2,13,14541.8
496,2024-03-31,7,29,5,14,40577.04
497,2024-03-31,19,6,2,11,43639.64
498,2024-03-31,12,5,3,11,8057.17
499,2024-04-01,17,19,6,6,5721.9
500,2024-04-01,11,27,6,17,72435.64
501,2024-04-02,17,13,4,7,7521.92
502,2024-04-02,6,39,1,2,1433.36
503,2024-04-02,12,3,6,19,16509.1
504,2024-04-02,14,20,6,1,2337.72
505,2024-04-02,23,20,4,18,39851.64
506,2024-04-02,4,2,2,19,42618.9
507,2024-04-03,6,37,3,16,11905.6
508,2024-04-03,21,10,5,18,90401.22
509,2024-04-03,7,10,2,14,41915.72
510,2024-04-03,17,7,1,17,16191.99
511,2024-04-03,6,30,5,17,11714.87
512,2024-04-03,14,38,3,2,4505.66
513,2024-04-03,5,11,1,8,44261.6
514,2024-04-04,19,29,5,3,10796.88
515,2024-04-04,13,26,5,1,649.31
516,2024-04-04,25,40,2,2,1866.26
517,2024-04-04,8,38,2,8,6965.52
518,2024-04-04,11,30,3,1,4272.68
519,2024-04-05,14,32,1,20,40142.2
520,2024-04-05,8,38,2,13,13665.08
521,2024-04-05,14,32,1,10,20976.1
522,2024-04-05,8,23,4,3,2723.19
523,2024-04-05,6,19,4,1,784.1
524,2024-04-05,18,35,4,12,28222.44
525,2024-04-06,4,23,5,14,39843.02
526,2024-04-06,8,19,3,13,11866.4
527,2024-04-06,8,2,3,14,12153.4
528,2024-04-06,5,6,2,8,48907.44
529,2024-04-07,9,9,5,18,16113.06
530,2024-04-07,15,16,2,15,59572.8
531,2024-04-07,12,26,4,12,8397.6
532,2024-04-07,21,31,5,19,87107.4
533,2024-04-07,7,9,6,8,25658.56
534,2024-04-07,9,38,3,20,18205.0
535,2024-04-07,18,33,2,8,20562.16
536,2024-04-07,5,6,5,4,24268.84
537,2024-04-08,25,37,2,13,10681.45
538,2024-04-08,10,6,6,1,5805.27
539,2024-04-08,6,7,1,8,5245.36
540,2024-04-08,18,20,2,12,34476.84
541,2024-04-08,3,19,2,10,7892.9
542,2024-04-08,23,26,4,13,31449.73
543,2024-04-08,25,12,1,5,5339.95
544,2024-04-09,12,2,6,12,10174.08
545,2024-04-09,23,26,3,15,35912.85
546,2024-04-09,21,8,3,4,18187.48
547,2024-04-10,23,39,2,2,5018.7
548,2024-04-10,14,10,4,7,16231.53
549,2024-04-10,24,12,5,2,10356.08
550,2024-04-10,8,34,3,19,19010.07
551,2024-04-10,14,1,1,19,39273.38
552,2024-04-10,25,38,5,10,10583.1
553,2024-04-10,23,8,1,2,5858.12
554,2024-04-10,11,23,6,7,28974.82
555,2024-04-11,3,26,6,14,13221.32
556,2024-04-11,20,6,3,8,25239.44
557,2024-04-11,14,33,6,15,36385.65
558,2024-04-11,23,14,4,15,38790.0
559,2024-04-12,25,13,1,5,4733.3
560,2024-04-12,23,35,2,18,43264.98
561,2024-04-12,25,16,1,8,7691.36
562,2024-04-12,6,6,2,12,7930.08
563,2024-04-13,21,32,6,10,44833.2
564,2024-04-13,16,1,5,8,31655.68
565,2024-04-14,21,9,6,12,63418.08
566,2024-04-14,5,22,6,19,111685.42
567,2024-04-14,4,11,6,18,45854.82
568,2024-04-14,22,30,4,5,19972.0
569,2024-04-14,7,1,3,4,12269.8
570,2024-04-15,16,18,3,7,22748.74
571,2024-04-15,7,29,1,4,12308.0
572,2024-04-15,6,37,3,11,7481.76
573,2024-04-15,10,3,1,6,36553.68
574,2024-04-15,15,22,6,16,51082.56
575,2024-04-16,16,35,3,14,52149.3
576,2024-04-16,1,19,6,12,31709.88
577,2024-04-16,20,6,2,9,31612.77
578,2024-04-16,24,26,2,1,4409.79
579,2024-04-16,10,34,6,12,65466.96
580,2024-04-17,6,20,6,4,2988.76
581,2024-04-17,20,23,3,11,35743.07
582,2024-04-17,8,24,3,12,10765.32
583,2024-04-17,8,37,6,2,1739.82
584,2024-04-17,23,14,4,13,37417.38
585,2024-04-18,10,6,2,20,122653.4
586,2024-04-18,23,29,6,8,18653.6
587,2024-04-18,13,29,4,3,2537.37
588,2024-04-19,7,1,1,7,21663.11
589,2024-04-19,20,19,1,17,55992.22
590,2024-04-19,22,27,3,2,7802.18
591,2024-04-19,3,12,6,15,11535.9
592,2024-04-19,6,29,5,13,8458.71
593,2024-04-19,22,31,1,12,47517.6
594,2024-04-19,18,28,5,11,29208.41
595,2024-04-20,13,4,6,20,15389.0
596,2024-04-20,22,20,5,11,44066.11
597,2024-04-20,19,31,6,14,59471.58
598,2024-04-20,21,22,5,5,23575.05
599,2024-04-20,21,15,6,1,5499.29
600,2024-04-20,24,10,6,15,80710.05
601,2024-04-20,19,27,3,12,45843.96
602,2024-04-20,17,26,3,8,8743.44
603,2024-04-20,4,13,5,8,18927.12
604,2024-04-21,24,17,6,4,18781.76
605,2024-04-21,4,17,6,7,18385.15
606,2024-04-21,16,15,5,8,30360.64
607,2024-04-22,17,27,6,19,20777.64
608,2024-04-22,3,33,5,15,12017.1
609,2024-04-22,17,33,1,4,4447.52
610,2024-04-22,15,13,5,13,47699.73
611,2024-04-22,16,40,1,3,10048.68
612,2024-04-23,13,3,1,8,5181.76
613,2024-04-23,23,30,3,20,58308.6
614,2024-04-23,4,6,5,5,12742.45
615,2024-04-23,7,23,2,19,49193.47
616,2024-04-23,12,1,3,11,9104.04
617,2024-04-24,24,32,1,17,97831.77
618,2024-04-24,20,36,3,12,35764.8
619,2024-04-24,20,16,3,4,11669.68
620,2024-04-24,12,2,5,7,5625.69
621,2024-04-24,15,32,1,4,15699.16
622,2024-04-24,3,36,3,9,7327.53
623,2024-04-24,22,38,3,13,55354.52
624,2024-04-25,18,1,1,9,26833.32
625,2024-04-25,11,31,1,5,19107.55
626,2024-04-25,2,39,4,3,7564.77
627,2024-04-25,16,29,4,6,23660.4
628,2024-04-25,8,24,3,20,20119.8
629,2024-04-25,17,9,5,7,7106.4
630,2024-04-25,20,24,6,2,6175.66
631,2024-04-26,13,22,5,12,8454.12
632,2024-04-26,16,16,4,11,37900.17
